understat_player_id,player_code,player_name,web_name,fpl_full_name,team_codes,seasons,method,score,status,reason
6048,83299,Lewis Dunk,Dunk,Lewis Dunk,36,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10216,487838,Lewis Hall,Hall,Lewis Hall,4,"2025-2026,2026-2027",exact_name,100.0,accepted,""
12434,514514,Lewis Koumas,Koumas,Lewis Koumas,14,2026-2027,exact_name,100.0,accepted,""
11386,547719,Lewis Miley,L.Miley,Lewis Miley,4,"2025-2026,2026-2027",exact_name,100.0,accepted,""
8868,463034,Liam Delap,Delap,Liam Delap,"8,17","2025-2026,2026-2027",exact_name,100.0,accepted,""
14764,232905,Liam Millar,Millar,Liam Millar,88,2026-2027,exact_name,100.0,accepted,""
10802,221820,Lisandro Martínez,Martinez,Lisandro Martínez,1,"2025-2026,2026-2027",exact_name,100.0,accepted,""
11936,469130,Lorenzo Lucca,Lucca,Lorenzo Lucca,17,2025-2026,exact_name,100.0,accepted,""
9977,469272,Loum Tchaouna,Tchaouna,Loum Tchaouna,"9,90","2025-2026,2026-2027",exact_name,100.0,accepted,""
8401,470315,Luca Netz,Netz,Luca Netz,17,"2025-2026,2026-2027",exact_name,100.0,accepted,""
12912,570526,Lucas Bergvall,Bergvall,Lucas Bergvall,6,"2025-2026,2026-2027",exact_name,100.0,accepted,""
1823,101188,Lucas Digne,Digne,Lucas Digne,7,2025-2026,exact_name,100.0,accepted,""
8372,469266,Lucas Gourna Douath,Gourna-Douath,Lucas Gourna-Douath,88,2026-2027,exact_name,100.0,accepted,""
14765,597462,Lucas Herrington,Herrington,Lucas Herrington,88,2026-2027,exact_name,100.0,accepted,""
7365,224024,Lucas Paquetá,L.Paquetá,Lucas Tolentino Coelho de Lima,21,2025-2026,web_last_initial,95.5,accepted,""
12369,201595,Lucas Perri,Perri,Lucas Estella Perri,2,2025-2026,last_initial,96.0,accepted,""
11824,549329,Lucas Pires,Lucas Pires,Lucas Pires Silva,90,2025-2026,exact_web,99.0,accepted,""
13026,577114,Luis Guilherme,L.Guilherme,Luis Guilherme Lira dos Santos,21,2025-2026,contains_name,97.0,accepted,""
13725,610799,Luka Vuskovic,Vuskovic,Luka Vušković,36,2026-2027,exact_name,100.0,accepted,""
6544,174594,Lukas Nmecha,Nmecha,Lukas Nmecha,2,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14099,167512,Luke O&#039;Nien,O'Nien,Luke O'Nien,56,"2025-2026,2026-2027",exact_name,100.0,accepted,""
1006,106760,Luke Shaw,Shaw,Luke Shaw,1,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14874,470551,Lukás Hornícek,Horníček,Lukás Hornícek,4,2026-2027,exact_name,100.0,accepted,""
13064,247955,Lutsharel Geertruida,Geertruida,Lutsharel Geertruida,56,2025-2026,exact_name,100.0,accepted,""
7498,435973,Lyle Foster,Foster,Lyle Foster,90,2025-2026,exact_name,100.0,accepted,""
12910,467189,Mads Hermansen,Hermansen,Mads Hermansen,21,2025-2026,exact_name,100.0,accepted,""
15091,636846,Mahdi Nicoll-Jazuli,Nicoll-Jazuli,Mahdi Nicoll-Jazuli,8,2026-2027,exact_name,100.0,accepted,""
12336,549940,Malick Fofana,Fofana,Malick Fofana,56,2026-2027,exact_name,100.0,accepted,""
8378,465642,Malick Thiaw,Thiaw,Malick Thiaw,4,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14856,611695,Malick Yalcouyé,Yalcouyé,Malick Yalcouyé,36,2026-2027,exact_name,100.0,accepted,""
9017,482609,Malo Gusto,Gusto,Malo Gusto,8,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13917,513545,Mamadou Sangaré,M.Sangaré,Mamadou Sangaré,94,2026-2027,exact_name,100.0,accepted,""
11253,574458,Mamadou Sarr,M.Sarr,Mamadou Sarr,8,2025-2026,exact_name,100.0,accepted,""
11766,232112,Manuel Ugarte,Ugarte,Manuel Ugarte Ribeiro,1,2025-2026,contains_name,97.0,accepted,""
7134,179268,Marc Cucurella,Cucurella,Marc Cucurella Saseta,8,2025-2026,contains_name,97.0,accepted,""
7603,209036,Marc Guehi,Guéhi,Marc Guéhi,"31,43","2025-2026,2026-2027",exact_name,100.0,accepted,""
11633,499309,Marc Guiu,Marc Guiu,Marc Guiu Paz,"8,56",2025-2026,exact_web,99.0,accepted,""
14771,501390,Marcelino Núñez,Núñez,Marcelino Núñez,40,2026-2027,exact_name,100.0,accepted,""
9614,72147,Marco Bizot,M.Bizot,Marco Bizot,7,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10864,221466,Marcos Senesi,Senesi,Marcos Senesi Barón,"6,91","2025-2026,2026-2027",contains_name,97.0,accepted,""
13730,174592,Marcus Edwards,Edwards,Marcus Edwards,90,2025-2026,exact_name,100.0,accepted,""
556,176297,Marcus Rashford,Rashford,Marcus Rashford,1,2026-2027,exact_name,100.0,accepted,""
10741,201658,Marcus Tavernier,Tavernier,Marcus Tavernier,91,"2025-2026,2026-2027",exact_name,100.0,accepted,""
7908,433312,Marshall Munetsi,Munetsi,Marshall Munetsi,39,2025-2026,exact_name,100.0,accepted,""
6532,67089,Martin Dubravka,Dúbravka,Martin Dúbravka,90,2025-2026,exact_name,100.0,accepted,""
2517,184029,Martin Odegaard,Ødegaard,Martin Ødegaard,3,"2025-2026,2026-2027",exact_name,100.0,accepted,""
7526,481655,Martín Zubimendi,Zubimendi,Martín Zubimendi Ibáñez,3,"2025-2026,2026-2027",contains_name,97.0,accepted,""
7768,184341,Mason Mount,Mount,Mason Mount,1,2025-2026,exact_name,100.0,accepted,""
2254,91651,Mateo Kovacic,Kovačić,Mateo Kovačić,43,"2025-2026,2026-2027",exact_name,100.0,accepted,""
12948,551226,Mateus Fernandes,Fernandes,Mateus Fernandes,"6,21","2025-2026,2026-2027",exact_name,100.0,accepted,""
13484,647671,Mateus Mané,Mané,Mateus Mané,39,2025-2026,exact_name,100.0,accepted,""
7080,430871,Matheus Cunha,Cunha,Matheus Santos Carneiro da Cunha,1,"2025-2026,2026-2027",last_initial,96.0,accepted,""
11000,465351,Matheus Nunes,Matheus N.,Matheus Nunes,43,"2025-2026,2026-2027",exact_name,100.0,accepted,""
7166,207283,Mathias Jensen,Jensen,Mathias Jensen,94,"2025-2026,2026-2027",exact_name,100.0,accepted,""
8094,466052,Mathis Cherki,Cherki,Rayan Cherki,43,"2025-2026,2026-2027",last_unique,66.66666666666666,accepted,""
9780,511499,Mathys Tel,Tel,Mathys Tel,6,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13051,613221,Matias Fernandez-Pardo,Fernandez-Pardo,Matias Fernandez-Pardo,4,2026-2027,exact_name,100.0,accepted,""
12758,467779,Mats Wieffer,Wieffer,Mats Wieffer,36,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14761,101282,Matt Crooks,Crooks,Matt Crooks,88,2026-2027,exact_name,100.0,accepted,""
6852,87835,Matt Doherty,Doherty,Matt Doherty,39,2025-2026,exact_name,100.0,accepted,""
1045,168144,Matt Grimes,Grimes,Matt Grimes,9,2026-2027,exact_name,100.0,accepted,""
13206,219249,Matt O&#039;Riley,O'Riley,Matt O'Riley,36,"2025-2026,2026-2027",exact_name,100.0,accepted,""
884,169359,Matt Targett,Targett,Matt Targett,88,2026-2027,exact_name,100.0,accepted,""
8872,487992,Matteo Ruggeri,Ruggeri,Matteo Ruggeri,7,2026-2027,exact_name,100.0,accepted,""
8864,199796,Matthew Cash,Cash,Matty Cash,7,"2025-2026,2026-2027",last_initial,96.0,accepted,""
7902,209365,Matthijs de Ligt,De Ligt,Matthijs de Ligt,1,2025-2026,exact_name,100.0,accepted,""
6903,85633,Matz Sels,Sels,Matz Sels,17,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13298,494307,Max Alleyne,Alleyne,Max Alleyne,43,2025-2026,exact_name,100.0,accepted,""
13872,616077,Max Dowman,Dowman,Max Dowman,3,"2025-2026,2026-2027",exact_name,100.0,accepted,""
7332,214048,Max Kilman,Kilman,Maximilian Kilman,21,2025-2026,last_initial,96.0,accepted,""
13731,518030,Max Weiss,Weiss,Max Weiß,90,2025-2026,exact_name,100.0,accepted,""
8853,437499,Maxence Lacroix,Lacroix,Maxence Lacroix,"8,31","2025-2026,2026-2027",exact_name,100.0,accepted,""
13711,465730,Maxim De Cuyper,De Cuyper,Maxim De Cuyper,36,"2025-2026,2026-2027",exact_name,100.0,accepted,""
9487,477717,Maxime Estève,Estève,Maxime Estève,90,2025-2026,exact_name,100.0,accepted,""
14425,515046,Melker Ellborg,Ellborg,Melker Ellborg,56,2025-2026,exact_name,100.0,accepted,""
8190,437497,Melvin Bard,Bard,Melvin Bard,2,2026-2027,exact_name,100.0,accepted,""
11331,513466,Merlin Röhl,Röhl,Merlin Röhl,11,"2025-2026,2026-2027",exact_name,100.0,accepted,""
11281,607464,Michael Kayode,Kayode,Michael Kayode,94,"2025-2026,2026-2027",exact_name,100.0,accepted,""
1653,106611,Michael Keane,Keane,Michael Keane,11,2025-2026,exact_name,100.0,accepted,""
9887,454490,Michael Svoboda,Svoboda,Michael Svoboda,36,2026-2027,exact_name,100.0,accepted,""
10050,491279,Micky van de Ven,Van de Ven,Micky van de Ven,6,"2025-2026,2026-2027",exact_name,100.0,accepted,""
12094,437748,Mike Trésor,Trésor,Mike Trésor Ndayishimiye,90,2025-2026,contains_name,97.0,accepted,""
5304,195384,Mikel Merino,Merino,Mikel Merino Zazón,3,"2025-2026,2026-2027",contains_name,97.0,accepted,""
12603,499721,Mikey Moore,Moore,Mikey Moore,6,2026-2027,exact_name,100.0,accepted,""
8859,440089,Mikkel Damsgaard,Damsgaard,Mikkel Damsgaard,94,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14742,451284,Milan van Ewijk,van Ewijk,Milan van Ewijk,9,2026-2027,exact_name,100.0,accepted,""
11709,544877,Milos Kerkez,Kerkez,Milos Kerkez,14,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14219,630699,Mohamadou Kanté,Mohamadou Kanté,Mohamadou Kanté,21,2025-2026,exact_name,100.0,accepted,""
8685,490884,Mohamed Ali-Cho,Cho,Mohamed-Ali Cho,88,2026-2027,exact_name,100.0,accepted,""
14760,540324,Mohamed Belloumi,Belloumi,Mohamed Belloumi,88,2026-2027,exact_name,100.0,accepted,""
1250,118748,Mohamed Salah,M.Salah,Mohamed Salah,14,2025-2026,exact_name,100.0,accepted,""
12027,460842,Mohammed Kudus,Kudus,Mohammed Kudus,6,"2025-2026,2026-2027",exact_name,100.0,accepted,""
9453,486672,Moisés Caicedo,Caicedo,Moisés Caicedo Corozo,8,"2025-2026,2026-2027",contains_name,97.0,accepted,""
13068,485047,Morato,Morato,Felipe Rodrigues da Silva,17,2025-2026,exact_web,99.0,accepted,""
6857,222531,Morgan Gibbs-White,Gibbs-White,Morgan Gibbs-White,17,"2025-2026,2026-2027",exact_name,100.0,accepted,""
12412,244850,Morgan Rogers,Rogers,Morgan Rogers,"7,8","2025-2026,2026-2027",exact_name,100.0,accepted,""
12123,575476,Murillo,Murillo,Murillo Costa dos Santos,17,"2025-2026,2026-2027",exact_web,99.0,accepted,""
11305,465920,Mykhailo Mudryk,Mudryk,Mykhailo Mudryk,6,2026-2027,exact_name,100.0,accepted,""
12272,499169,Myles Lewis-Skelly,Lewis-Skelly,Myles Lewis-Skelly,3,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10205,450539,Myles Peart-Harris,Peart-Harris,Myles Peart-Harris,94,2025-2026,exact_name,100.0,accepted,""
6935,210494,Naif Aguerd,N.Aguerd,Nayef Aguerd,21,2025-2026,last_initial,96.0,accepted,""
579,126184,Nathan Aké,Aké,Nathan Aké,43,2025-2026,exact_name,100.0,accepted,""
9733,432830,Nathan Collins,Collins,Nathan Collins,94,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10292,243571,Nathan Patterson,Patterson,Nathan Patterson,11,2025-2026,exact_name,100.0,accepted,""
603,57328,Nathaniel Clyne,Clyne,Nathaniel Clyne,31,2025-2026,exact_name,100.0,accepted,""
8204,215136,Neco Williams,N.Williams,Neco Williams,17,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14127,556637,Nehemiah Oriola,Oriola,Nehemiah Oriola,36,2025-2026,exact_name,100.0,accepted,""
5552,98747,Nick Pope,Pope,Nick Pope,4,2025-2026,exact_name,100.0,accepted,""
8117,470313,Nick Woltemade,Woltemade,Nick Woltemade,4,"2025-2026,2026-2027",exact_name,100.0,accepted,""
6098,91889,Niclas Füllkrug,Füllkrug,Niclas Füllkrug,21,2025-2026,exact_name,100.0,accepted,""
212,173774,Nico Elvedi,Elvedi,Nico Elvedi,2,2026-2027,exact_name,100.0,accepted,""
9802,465694,Nico González,N.Gonzalez,Nico González Iglesias,"4,43","2025-2026,2026-2027",contains_name,97.0,accepted,""
11592,472769,Nico O&#039;Reilly,O'Reilly,Nico O'Reilly,43,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10048,517052,Nicolas Jackson,N.Jackson,Nicolas Jackson,7,2026-2027,exact_name,100.0,accepted,""
8252,250199,Nicolás Domínguez,Dominguez,Nicolás Domínguez,17,"2025-2026,2026-2027",exact_name,100.0,accepted,""
12905,500151,Nicolò Savona,Savona,Nicolò Savona,17,2025-2026,exact_name,100.0,accepted,""
6174,227444,Nikola Milenkovic,Milenković,Nikola Milenković,17,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14424,536661,Nilson Angulo,Angulo,Nilson Angulo,56,"2025-2026,2026-2027",exact_name,100.0,accepted,""
11966,435997,Noah Okafor,Okafor,Noah Okafor,2,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13716,577669,Noah Sadiki,Sadiki,Noah Sadiki,56,"2025-2026,2026-2027",exact_name,100.0,accepted,""
12286,606930,Nobel Mendy,Mendy,Nobel Mendy,88,2026-2027,exact_name,100.0,accepted,""
11357,248857,Noni Madueke,Madueke,Noni Madueke,3,"2025-2026,2026-2027",exact_name,100.0,accepted,""
5659,200834,Nordi Mukiele,Mukiele,Nordi Mukiele,56,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10696,230001,Noussair Mazraoui,Mazraoui,Noussair Mazraoui,1,"2025-2026,2026-2027",exact_name,100.0,accepted,""
3697,199670,Odsonne Edouard,Édouard,Odsonne Édouard,31,2025-2026,exact_name,100.0,accepted,""
725,159506,Ola Aina,Aina,Ola Aina,17,"2025-2026,2026-2027",exact_name,100.0,accepted,""
2958,206325,Oleksandr Zinchenko,Zinchenko,Oleksandr Zinchenko,17,2025-2026,exact_name,100.0,accepted,""
1736,169432,Oliver McBurnie,McBurnie,Oli McBurnie,88,2026-2027,last_initial,96.0,accepted,""
12358,536109,Oliver Scarles,Scarles,Ollie Scarles,21,2025-2026,last_initial,96.0,accepted,""
13726,519895,Oliver Sonne,Sonne,Oliver Sonne,90,2025-2026,exact_name,100.0,accepted,""
3645,204120,Olivier Boscagli,Boscagli,Olivier Boscagli,36,"2025-2026,2026-2027",exact_name,100.0,accepted,""
8865,178301,Ollie Watkins,Watkins,Ollie Watkins,7,2025-2026,exact_name,100.0,accepted,""
8986,201895,Omar Alderete,Alderete,Omar Alderete,56,"2025-2026,2026-2027",exact_name,100.0,accepted,""
8393,438234,Omar Marmoush,Marmoush,Omar Marmoush,"6,43","2025-2026,2026-2027",exact_name,100.0,accepted,""
10348,503301,Omari Hutchinson,Hutchinson,Omari Hutchinson,17,2025-2026,exact_name,100.0,accepted,""
11903,477555,Oscar Bobb,Bobb,Oscar Bobb,"43,54","2025-2026,2026-2027",exact_name,100.0,accepted,""
14775,568420,Ousmane Diomande,Diomande,Ousmane Diomande,17,2026-2027,exact_name,100.0,accepted,""
14290,530335,Pablo,Pablo,Pablo Felipe Pereira de Jesus,21,2025-2026,exact_web,99.0,accepted,""
559,160817,Paddy McNair,McNair,Paddy McNair,88,2026-2027,exact_name,100.0,accepted,""
9021,482442,Pape Sarr,P.M.Sarr,Pape Matar Sarr,6,2025-2026,last_initial,96.0,accepted,""
239,60307,Pascal Groß,Groß,Pascal Groß,36,"2025-2026,2026-2027",exact_name,100.0,accepted,""
8717,222694,Pascal Struijk,Struijk,Pascal Struijk,"2,36","2025-2026,2026-2027",exact_name,100.0,accepted,""
11944,596777,Patrick Dorgu,Dorgu,Patrick Dorgu,1,"2025-2026,2026-2027",exact_name,100.0,accepted,""
925,124165,Patrick Roberts,Roberts,Patrick Roberts,56,2025-2026,exact_name,100.0,accepted,""
6221,244954,Pau Torres,Pau,Pau Torres,7,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13156,641221,Pedro Lima,Pedro Lima,Pedro Cardoso de Lima,39,2025-2026,exact_web,99.0,accepted,""
6382,247632,Pedro Neto,Neto,Pedro Lomba Neto,8,"2025-2026,2026-2027",last_initial,96.0,accepted,""
6912,441164,Pedro Porro,Pedro Porro,Pedro Porro Sauceda,6,"2025-2026,2026-2027",exact_web,99.0,accepted,""
11087,498444,Pep Chavarría,Chavarria,Pep Chavarría,8,2026-2027,exact_name,100.0,accepted,""
6055,209244,Phil Foden,Foden,Phil Foden,43,"2025-2026,2026-2027",exact_name,100.0,accepted,""
9911,448104,Piero Hincapié,Hincapie,Piero Hincapié,3,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14857,538007,Promise David,David,Promise David,36,2026-2027,exact_name,100.0,accepted,""
13727,494960,Quilindschy Hartman,Hartman,Quilindschy Hartman,90,2025-2026,exact_name,100.0,accepted,""
14376,450063,Quinten Timber,Timber,Quinten Timber,31,2026-2027,exact_name,100.0,accepted,""
9105,493125,Radu Dragusin,Dragusin,Radu Drăgușin,6,2025-2026,exact_name,100.0,accepted,""
5743,247693,Randal Kolo Muani,Kolo Muani,Randal Kolo Muani,6,2025-2026,exact_name,100.0,accepted,""
14395,499604,Rayan,Rayan,Rayan Vitor Simplício Rocha,91,"2025-2026,2026-2027",exact_web,99.0,accepted,""
6674,448514,Rayan Ait Nouri,Aït-Nouri,Rayan Aït-Nouri,43,2025-2026,exact_name,100.0,accepted,""
4105,102057,Raúl Jiménez,Raúl,Raúl Jiménez Rodríguez,54,2025-2026,contains_name,97.0,accepted,""
8067,225796,Reece James,James,Reece James,8,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14762,243413,Regan Slater,Slater,Regan Slater,88,2026-2027,exact_name,100.0,accepted,""
7432,434399,Reinildo,Reinildo,Reinildo Mandava,56,"2025-2026,2026-2027",exact_web,99.0,accepted,""
6492,200641,Reiss Nelson,Nelson,Reiss Nelson,94,2025-2026,exact_name,100.0,accepted,""
8129,466075,Riccardo Calafiori,Calafiori,Riccardo Calafiori,3,"2025-2026,2026-2027",exact_name,100.0,accepted,""
6026,212319,Richarlison,Richarlison,Richarlison de Andrade,6,"2025-2026,2026-2027",exact_web,99.0,accepted,""
9679,194010,Rico Henry,Henry,Rico Henry,94,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10847,477064,Rico Lewis,Lewis,Rico Lewis,43,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13777,590014,Rio Cardines,Cardines,Rio Cardines,31,2025-2026,exact_name,100.0,accepted,""
13692,611922,Rio Ngumoha,Ngumoha,Rio Ngumoha,14,"2025-2026,2026-2027",exact_name,100.0,accepted,""
9098,215059,Robert Sánchez,Sánchez,Robert Lynch Sánchez,8,"2025-2026,2026-2027",last_initial,96.0,accepted,""
13712,498016,Robin Roefs,Roefs,Robin Roefs,56,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13330,631000,Robinio Vaz,Vaz,Robinio Vaz,88,2026-2027,exact_name,100.0,accepted,""
2496,220566,Rodri,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,43,2025-2026,contains_name,97.0,accepted,""
6108,202993,Rodrigo Bentancur,Bentancur,Rodrigo Bentancur,6,"2025-2026,2026-2027",exact_name,100.0,accepted,""
12756,483081,Rodrigo Gomes,R.Gomes,Rodrigo Martins Gomes,39,2025-2026,last_initial,96.0,accepted,""
10717,244042,Rodrigo Muniz,Muniz,Rodrigo Muniz Carvalho,54,"2025-2026,2026-2027",contains_name,97.0,accepted,""
13387,606921,Romain Esse,Esse,Romain Esse,31,2025-2026,exact_name,100.0,accepted,""
11461,461199,Romaine Mundle,Mundle,Romaine Mundle,56,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14217,606689,Romelle Donovan,Donovan,Romelle Donovan,94,2025-2026,exact_name,100.0,accepted,""
10004,514356,Romeo Lavia,Lavia,Roméo Lavia,8,"2025-2026,2026-2027",exact_name,100.0,accepted,""
8091,445087,Ronald Araújo,Araujo,Ronald Araujo,14,2026-2027,exact_name,100.0,accepted,""
592,88894,Ross Barkley,Barkley,Ross Barkley,7,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10744,158499,Ryan Christie,Christie,Ryan Christie,91,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10697,441266,Ryan Gravenberch,Gravenberch,Ryan Gravenberch,14,"2025-2026,2026-2027",exact_name,100.0,accepted,""
7277,232351,Ryan John Giles,Giles,Ryan Giles,88,2026-2027,last_initial,96.0,accepted,""
14097,616288,Ryan McAidoo,McAidoo,Ryan McAidoo,43,2026-2027,exact_name,100.0,accepted,""
6837,184349,Ryan Sessegnon,Sessegnon,Ryan Sessegnon,54,"2025-2026,2026-2027",exact_name,100.0,accepted,""
11003,204968,Ryan Yates,Yates,Ryan Yates,17,2025-2026,exact_name,100.0,accepted,""
8961,171314,Rúben Dias,Rúben,Rúben dos Santos Gato Alves Dias,43,"2025-2026,2026-2027",last_initial,96.0,accepted,""
902,113564,Sam Byram,Byram,Sam Byram,2,2025-2026,exact_name,100.0,accepted,""
978,101982,Sam Johnstone,Johnstone,Sam Johnstone,39,2025-2026,exact_name,100.0,accepted,""
7208,218328,Samuel Chukwueze,Chukwueze,Samuel Chukwueze,54,2025-2026,exact_name,100.0,accepted,""
8285,207189,Sander Berge,Berge,Sander Berge,54,"2025-2026,2026-2027",exact_name,100.0,accepted,""
7958,432422,Sandro Tonali,Tonali,Sandro Tonali,"4,6","2025-2026,2026-2027",exact_name,100.0,accepted,""
10945,231480,Santiago Bueno,S.Bueno,Santiago Ignacio Bueno,39,2025-2026,last_initial,96.0,accepted,""
8812,429414,Sasa Kalajdzic,Kalajdžić,Saša Kalajdžić,39,2025-2026,exact_name,100.0,accepted,""
1537,212314,Sasa Lukic,Lukić,Saša Lukić,"40,54","2025-2026,2026-2027",exact_name,100.0,accepted,""
585,59949,Seamus Coleman,Coleman,Séamus Coleman,11,2025-2026,exact_name,100.0,accepted,""
7078,180135,Sean Longstaff,Longstaff,Sean Longstaff,2,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13532,599303,Sean Neave,Neave,Sean Neave,4,2025-2026,exact_name,100.0,accepted,""
14875,636852,Sean Steur,Steur,Sean Steur,4,2026-2027,exact_name,100.0,accepted,""
7791,437738,Sebastiaan Bornauw,Bornauw,Sebastiaan Bornauw,2,2025-2026,exact_name,100.0,accepted,""
4490,146426,Semi Ajayi,Ajayi,Semi Ajayi,88,2026-2027,exact_name,100.0,accepted,""
14056,465247,Senne Lammens,Lammens,Senne Lammens,1,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10721,444765,Sepp van den Berg,Van den Berg,Sepp van den Berg,94,2025-2026,exact_name,100.0,accepted,""
11594,463210,Shea Charles,Charles,Shea Charles,54,2026-2027,exact_name,100.0,accepted,""
14198,576628,Shea Lacey,Lacey,Shea Lacey,1,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13476,567119,Shumaira Mheuka,Mheuka,Shumaira Mheuka,8,2025-2026,exact_name,100.0,accepted,""
12847,627221,Sidiki Chérif,Cherif,Sidiki Cherif,9,2026-2027,exact_name,100.0,accepted,""
11710,535818,Simon Adingra,Adingra,Simon Adingra,56,2025-2026,exact_name,100.0,accepted,""
14773,557012,Sindre Egeli,Walle Egeli,Sindre Walle Egeli,40,2026-2027,last_initial,96.0,accepted,""
6049,109345,Solly March,March,Solly March,36,2025-2026,exact_name,100.0,accepted,""
12843,243951,Sorba Thomas,Thomas,Sorba Thomas,88,2026-2027,exact_name,100.0,accepted,""
10770,564940,Soungoutou Magassa,S.Magassa,Soungoutou Magassa,21,2025-2026,exact_name,100.0,accepted,""
14410,616221,Souza,Souza,João Victor de Souza Menezes,6,2025-2026,exact_web,99.0,accepted,""
8786,88248,Stefan Ortega Moreno,Ortega Moreno,Stefan Ortega Moreno,17,2025-2026,exact_name,100.0,accepted,""
14028,608181,Stefanos Tzimas,Tzimas,Stefanos Tzimas,36,2025-2026,exact_name,100.0,accepted,""
14054,566213,Stephen Mfuni,Mfuni,Stephen Mfuni,9,2026-2027,exact_name,100.0,accepted,""
8635,220237,Sven Botman,Botman,Sven Botman,4,"2025-2026,2026-2027",exact_name,100.0,accepted,""
11735,510281,Sávio,Sávio,Sávio Moreira de Oliveira,"6,43","2025-2026,2026-2027",exact_web,99.0,accepted,""
7814,210156,Taiwo Awoniyi,Awoniyi,Taiwo Awoniyi,"9,17","2025-2026,2026-2027",exact_name,100.0,accepted,""
7931,223723,Takehiro Tomiyasu,Tomiyasu,Takehiro Tomiyasu,31,2026-2027,exact_name,100.0,accepted,""
702,173879,Tammy Abraham,Abraham,Tammy Abraham,7,"2025-2026,2026-2027",exact_name,100.0,accepted,""
13879,522047,Tarik Muharemovic,Muharemović,Tarik Muharemović,2,2026-2027,exact_name,100.0,accepted,""
14749,501459,Tatsuhiro Sakamoto,Sakamoto,Tatsuhiro Sakamoto,9,2026-2027,exact_name,100.0,accepted,""
12234,497606,Tawanda Chirewa,Chirewa,Tawanda Chirewa,39,2025-2026,exact_name,100.0,accepted,""
13222,502500,Thiago,Thiago,Igor Thiago Nascimento Rodrigues,94,"2025-2026,2026-2027",exact_web,99.0,accepted,""
12916,586309,Thierno Barry,Barry,Thierno Barry,11,"2025-2026,2026-2027",exact_name,100.0,accepted,""
5680,93605,Thomas Meunier,Meunier,Thomas Meunier,56,2026-2027,exact_name,100.0,accepted,""
11965,433036,Tijjani Reijnders,Reijnders,Tijjani Reijnders,43,2025-2026,exact_name,100.0,accepted,""
9554,490094,Tim Iroegbunam,Iroegbunam,Tim Iroegbunam,"11,88","2025-2026,2026-2027",exact_name,100.0,accepted,""
6157,166477,Timothy Castagne,Castagne,Timothy Castagne,54,"2025-2026,2026-2027",exact_name,100.0,accepted,""
8875,488213,Tolu Arokodare,Tolu,Tolu Arokodare,39,2025-2026,exact_name,100.0,accepted,""
6835,76357,Tom Cairney,Cairney,Tom Cairney,54,2025-2026,exact_name,100.0,accepted,""
13220,596054,Tom Edozie,Edozie,Tom Edozie,39,2025-2026,exact_name,100.0,accepted,""
14029,549074,Tom Watson,Watson,Tom Watson,36,2025-2026,exact_name,100.0,accepted,""
8288,215439,Tomas Soucek,Souček,Tomáš Souček,21,2025-2026,exact_name,100.0,accepted,""
5590,109646,Tosin Adarabioyo,Tosin,Tosin Adarabioyo,"6,8","2025-2026,2026-2027",exact_name,100.0,accepted,""
10293,510362,Toti,Toti,Toti Gomes,39,2025-2026,exact_web,99.0,accepted,""
13713,487676,Trai Hume,Hume,Trai Hume,56,"2025-2026,2026-2027",exact_name,100.0,accepted,""
6615,180736,Trevoh Chalobah,Chalobah,Trevoh Chalobah,8,2025-2026,exact_name,100.0,accepted,""
12203,591386,Treymaurice Nyoni,Nyoni,Trey Nyoni,14,"2025-2026,2026-2027",last_initial,96.0,accepted,""
7352,200785,Tyler Adams,Adams,Tyler Adams,91,"2025-2026,2026-2027",exact_name,100.0,accepted,""
10586,496661,Tyler Dibling,Dibling,Tyler Dibling,11,"2025-2026,2026-2027",exact_name,100.0,accepted,""
14272,519913,Tyler Fletcher,Fletcher,Tyler Fletcher,1,2025-2026,exact_name,100.0,accepted,""
